Date,z_score,long,short,exit
2019-10-17,-0.6951972306753347,False,False,False
2019-10-18,-1.2665640161170464,False,False,False
2019-10-22,-1.2631413344192677,False,False,False
2019-10-23,-1.4359466303479895,False,False,False
2019-10-24,-0.9906230001808126,False,False,False
2019-10-25,-1.025720180805691,False,False,False
2019-10-27,-0.8564070482600317,False,False,False
2019-10-29,-1.2815774089372634,False,False,False
2019-10-30,-0.5201131010382013,False,False,False
2019-10-31,-0.48677166960728646,False,False,False
2019-11-01,-1.0040993313331492,False,False,False
2019-11-04,-0.48408727479316793,False,False,False
2019-11-05,-0.6500501453197642,False,False,False
2019-11-06,-0.08952163697370567,False,False,True
2019-11-07,-0.09249414224040457,False,False,True
2019-11-08,0.5602435339207643,False,False,False
2019-11-11,0.6438014828655152,False,False,False
2019-11-13,0.6042515760857567,False,False,False
2019-11-14,0.4231953002655536,False,False,False
2019-11-15,0.834513440584878,False,False,False
2019-11-18,1.3763397715597345,False,False,False
2019-11-19,2.0478394789297867,False,True,False
2019-11-20,1.0394500545941148,False,False,False
2019-11-21,2.2870263455207493,False,True,False
2019-11-22,2.7117922762328925,False,True,False
2019-11-25,2.1442578318963537,False,True,False
2019-11-26,2.1408541801980783,False,True,False
2019-11-27,1.4253097946596083,False,False,False
2019-11-28,1.6239043593147353,False,False,False
2019-11-29,1.4796765320341578,False,False,False
2019-12-02,0.8928345241430538,False,False,False
2019-12-03,0.5744553492377397,False,False,False
2019-12-04,0.9443726221678579,False,False,False
2019-12-05,1.2626208433959718,False,False,False
2019-12-06,1.3842727350539565,False,False,False
2019-12-09,0.8968567167338611,False,False,False
2019-12-10,1.2513852115459072,False,False,False
2019-12-11,1.3247966929982702,False,False,False
2019-12-12,1.603021268507658,False,False,False
2019-12-13,0.6445791859462627,False,False,False
2019-12-16,0.6488164793242825,False,False,False
2019-12-17,0.4398794202189279,False,False,False
2019-12-18,0.26495438430495505,False,False,False
2019-12-19,0.8673364029373586,False,False,False
2019-12-20,0.5671373200356827,False,False,False
2019-12-23,0.03324885793549933,False,False,True
2019-12-24,-0.1015235706746651,False,False,True
2019-12-26,0.4560752526330634,False,False,False
2019-12-27,0.09044073586129474,False,False,True
2019-12-30,0.2519883051454779,False,False,False
2019-12-31,0.20918050728589316,False,False,False
2020-01-01,0.05590207140599258,False,False,True
2020-01-02,-0.5043700524966244,False,False,False
2020-01-03,-0.5198371537511007,False,False,False
2020-01-06,0.2277284078457581,False,False,False
2020-01-07,0.006528564894683488,False,False,True
2020-01-08,-0.6930479509962114,False,False,False
2020-01-09,-1.2481582310047794,False,False,False
2020-01-10,-1.6415160233163106,False,False,False
2020-01-13,-1.8475335882749062,False,False,False
